X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
97.6190680733301,16.4853329953838,5807191783,node,25,,pharmacy,,,,,61332944,,,,3629f401c01b4727bec72390d20f3d53,,,,Red Cross Field Survey,,,1,no,2018/08/03 14:42:03,,,Mawlamyine,ပရိုမက် ဆေးဆိုင်,,Cidomo Beruntung,,,,yes,,private
97.0311602950924,20.7851193200784,4763884723,node,6,,clinic,,,,,47288345,,,,d5ebe0df4a8048f092ef12d0ca5cafee,,,,,,,1,,2017/03/30 10:46:01,,,,,,han win latt,,,,,,
96.2072568478812,16.8356502799312,4517337492,node,12,,pharmacy,,Myittar Street,,,43900216,,,,56332e5779c84f7ebfbf249c2d78fd5d,,,,,,,1,,2016/11/23 16:39:33,,,,ဆု,,Naing Lin Han,,,,,,
97.634466132374,16.4539515689973,5807191815,node,31,,clinic,,ယုဇနလမ်း,,,61332944,,1,,f823e89737c643a9ba0e1d058b886205,,,,Red Cross Field Survey,,,1,no,2018/08/03 14:42:07,,,Mawlamyine,မေတ္တာဦး ဆေးခန်း,,Cidomo Beruntung,,,,yes,,private
96.1303203644799,16.8259994404362,8180711268,node,12,,doctors,,,,,95066471,,,,525baf25df934db0ad7241e385a5ce2e,,,,,,,1,,2020/11/30 20:06:23,,,Yangon,Wine ohn chit,,kokoye2007,,,,,,
96.1787493246358,16.8040088469083,5444612875,node,9,,clinic,,,,,56778031,,,,c1d7add0a8ed42278d0deb1af9df66c2,,,,,,,2,,2018/03/01 07:13:40,,,,Chan Thar Thuka Clinic,,coderlight,,,,,,
96.1827454807928,16.8358813690017,8087269917,node,12,,pharmacy,,ရတနာလမ်း Yadana Road,,,93646912,,,,5a8ee34102f5453685416bace4ed9e40,,,,,,,1,,2020/11/06 07:46:04,,11091,,,,April Mon,,,,,,
97.7511155700973,22.9348222551332,6126006688,node,15,,hospital,,ၾကာညိဳလမ္း,,,65307604,,,,bf7620daae964859b8773e37a2de65f5,,24/7,,,,,1,,2018/12/09 06:47:43,No.78,,,,,Hlaing Hlaing Moe,,,,,,
99.6158749523971,21.2600245428447,7033650885,node,15,,hospital,,NH 4,,,80717884,,,,3e1bbbd5a0294fcdb3db8a3750d3b9db,,24/7,,,,,2,,2020/02/08 09:12:49,,,,,,Piang Pha,,,,,hospital,
97.5683876501627,16.4428895522841,6259755096,node,12,,hospital,,,,,66930042,,,,df4d9f8bb7d84de98a93d4c8aba2b48b,,,,omm-drd mapping - local knowledge + bing,,,1,,2019/02/05 12:15:35,,,,တိုက်နယ်ဆေးရုံ,,Cidomo Beruntung,,,,,,
97.529317168719,16.5004409567589,6259757086,node,12,,clinic,,,,,66930042,,,,4c2fe54dedc04c0cb46969910882f85e,,,,omm-drd mapping - local knowledge + bing,,,1,,2019/02/05 12:16:26,,,,ကျေးလက်ဆေးပေးခန်း,,Cidomo Beruntung,,,,,,
97.4289650844312,16.6858730462953,6673449141,node,9,,clinic,,,,,73118927,,,,b6be5a0564f64b6aa7bca7fdbb36f29f,,,,,,,2,,2019/08/07 15:54:07,,,,ဟိန်းကိုကိုဦး ဆေးခန်း,,mueschel,,,,,,
97.2417607252879,17.1385322789438,6765462840,node,12,,clinic,,,,,73986461,,,,135745eb9e4040009e290043a57e112a,,,,OMM-DRD-CDD-Mapping-2019-06-02,,,1,,2019/09/02 04:40:00,,,,ညောင်ပလင်ကျေးလက်ကျန်းမာရေးဌာနခွဲ,,Thiha Zaw OMM,,,,,,
97.6045618487838,16.5272292678443,6636116269,node,9,,hospital,,,,,73118927,,,,5bab8fc6034d42c2ac0b86db8792f335,,,,,,,2,,2019/08/07 15:54:07,,,,မုတ္တမ တိုက်နယ်ဆေးရုံ,,mueschel,,,,,,
98.2639747209854,13.8666546987819,4900966340,node,12,,hospital,,myeik Road,,,49324842,,,,7cdb5d571a9c4bdebfe4d5f0b8f75094,,24/7,,,,,1,,2017/06/07 05:39:18,,,,,,Zarni Myo,,,,,,
96.4294909405863,18.9376064579293,6026574570,node,15,,pharmacy,,,,,64034450,,,,46f0b0ced7a74dfca2250346256b6b73,,,,#openmaptaungoo,,,1,,2018/10/31 06:18:28,,,,စန္ဒာ,,Paing Phyo,,,,,,private
96.1828332393191,16.9360568465896,5447904259,node,12,,pharmacy,,,,,56816047,,,,954431f8096a48d48e18367d5e1f2c54,,,,,,,1,,2018/03/02 11:00:11,,,,ကျော် ဆေးဆိုင် Kyaw Pharmacy,,Naw K Khine Tun,,,,,pharmacy,
96.5684629790222,20.6286010246342,4421842299,node,6,,dentist,,,,,42491194,,,,b86637fbcb8c453389b43e5047723dde,,,,,,,1,,2016/09/28 10:59:18,,,,,,micha71520,,,,,,
94.4718719734265,20.0704454822632,4285863238,node,9,,hospital,,,,,50911194,,,,9830e6c9fe8444e4b6dbed70b9e0985e,,,,,,,3,,2017/08/07 09:29:24,,,,"ငဖဲမြို့နယ်ပြည်သူ့ဆေးရုံ , Ngape Tsp General Hospital",,Thet Zaw Tun,,,,,,
97.6362069698441,16.4841305275545,5807193577,node,28,,clinic,,ရွှေ့ပြည်အေးလမ်း,,,61332944,,,,50d3c59eeae9428883fb98257424f30e,,,,Red Cross Field Survey,,,1,no,2018/08/03 14:42:17,,,Mawlamyine,ဇိဝက အထွေထွေရောဂါကုဆေးခန်း,,Cidomo Beruntung,,,,yes,,private
93.1945798165335,20.590590770123,3436443929,node,9,,doctors,,,,,42069243,,,,6c40a87453dc4861892b11e10f1d4687,,,,,,,2,,2016/09/11 00:35:51,,,,ဆေးခန်း,,မောင့်-အမျိုးသ္မီးချောကလျာ,,,,,,
97.9000701199367,23.9970368720696,4729005889,node,6,,clinic,,,,,46759839,,,,f3c8b8ff8d34436392106b709b02155b,,,,,,,1,,2017/03/11 11:11:25,,,,,,han win latt,,,,,,
96.1062446887184,21.9766566446983,4248140461,node,12,,pharmacy,,66th Street,,,40089220,,,,c756c2c7572e49b4939534a845012638,,,,,,,1,,2016/06/17 10:31:05,,,,Ko Pyaye. pharmacy,,Jack Tunlwinoo,,,,,,
97.6220303217306,16.4731161200513,5521982125,node,9,,doctors,,,,,57732318,,,,5e9958a769c6420bbe05331014a41af4,,,,,,,1,,2018/04/02 08:25:46,,,,Dr. Tin Nawet Win,,Taw Ka Hlaing,,,,,,
98.529525818739,21.28859006886,5612849521,node,21,,clinic,,Kha yae street,Dr.KhunYeAung,,58893422,,,,5c777eb866774a6daed9a1ed8084e168,,Mo-Su 07:00-18:00,,,,,1,,2018/05/12 02:41:58,1/222,85008,,,,Khun Ye Aung,,,,,,
96.1765320597893,16.8104911593656,5444721215,node,9,,dentist,,,,,56779488,,,,cff760d8062041409d3aac7fadc534ca,,,,,,,1,,2018/03/01 08:00:46,,,,Chin May Chai Dental Clinic,,coderlight,,,,,,
96.0884078311271,21.9769847962076,4364514696,node,6,,clinic,,,,,75318060,,,,59dcd702aa414dd9afdb1048a55f43c8,,,,,,,2,,2019/10/05 13:07:36,,,,,,ztmaung,,,,,,
96.0841521712479,16.9570531787631,4390145689,node,15,,pharmacy,,,YBS,,56655421,,,,b9ceb1cbd52b4354b79151fe431e4cf3,,,,,,,8,,2018/02/25 09:20:45,,,,"ခေါင်သုံးလုံး Khaung Thone Lone;ပြုံးပန်းခိုင် Pyone Pan Khine",,Wai Yan Phyo Oke,,,,,pharmacy,
96.1989540698737,16.8743241297167,4679742890,node,9,,hospital,,,,,45993472,,,,18081b78eef74eab806b86aac22a348a,,24/7,,,,,1,,2017/02/11 09:50:01,,,,,,Taikkyi Tar,,,,,,
96.1086090559656,16.8889130836473,5448364122,node,15,,,,လမ်းသစ်လမ်း Lanthit Road,,,56821262,,,,5847faf00820451eaace40b88e4f7b5d,,,,,,,1,,2018/03/02 14:03:26,,,အင်းစိန်,ယာမဖူချီ YAMA FUJI ဂျပန်-မြန်မာ မျက်မမြင်အကြောပြင်ခန်းမ,,thin pyae myat noe,,,,,optometrist,
96.1086816432471,21.9219708452804,4375691793,node,12,,clinic,,Thayawaddy Min Gyi St,,,41803981,,,,b9be79521af841dab99cd877c8e9089c,,24/7,,,,,1,,2016/08/30 14:55:28,,,,,,Aung Wai Phyo,,,,,,
96.1940452920991,16.8169626591678,5432928192,node,28,,dentist,,Kyun Shwe Myine St,,,56631448,,,,6c17d78590d64fe3aee27cef75aef0ab,,Mo-Su 09:00-20:00,,,,,1,,2018/02/24 09:16:49,125/1,11071,သင်္ဃန်းကျွန်း,ေဌး သၾားေဆးခန္း Htay Dentist,,SandiNaing,,,,,dentist,
,,337249323,way,9,,hospital,,,,,30049561,,,,442706d696a24ea79c406332dcb7311c,,,,,,,1,,2015/04/07 20:42:30,,,,မိုးကုတ်‌ ‌ဆေးရုံကြီး,,ThantThet,,,,,,
96.191712692265,16.7796869946506,4172602089,node,9,,clinic,,,,,51901848,,,,f1a9827be1f046a5b928116d681b3160,,,,,,,2,,2017/09/10 09:10:44,,,,Moe Thee,,wambacher,,,,,,
94.7331456183526,16.7860432432842,6776901485,node,12,,dentist,,Merchant St,,,93292191,,,,58410576e8324559a7fad0f0025b0d19,,,,,,,2,,2020/10/30 12:57:12,,,,,,Dmitriev_DA,,,,,dentist,
98.5968622569786,12.4461620847591,6482456386,node,6,,clinic,,,,,70388723,,,,eee7938915124e25b55ec1ab60487424,,,,,,,1,,2019/05/18 14:29:57,,,,,,myeikboy,,,,,,
,,565065638,way,15,,hospital,,,,,56756974,,,,74fa6f0e68eb445fbf60594969bfc482,,,,,,,1,,2018/02/28 13:59:36,,,,Defences Services General Hospital No 1,,Hein Sek,yes,,,,hospital,
96.2034249770264,16.7984355518501,7437131485,node,9,,pharmacy,,ထူပါ႐ုံ ၉ လမ္း Htu Par Yon Street 9,,,83986185,,,,6effab4dbc474e688f98d34d84056263,,,,,,,1,,2020/04/23 08:20:36,,,,,,kyawhtaynaing1234,,,,,,
96.1233034542382,16.821131147254,5439589339,node,28,,hospital,general,နာနတ်တောလမ်း - Nar Nat Taw Rd,,,56717706,,,,6969af450c52468a84b2ad026a634c42,,,,,,,2,,2018/02/27 10:15:53,3,,Yangon,Grand Hantha International Hospital,,thetrichard,yes,,,,hospital,
97.4251377398041,16.6961949409583,6595942707,node,9,,pharmacy,,,,,72229971,,,,7715e6d9d0c94cd69652fa62ac558f0f,,,,,,,2,,2019/07/14 11:11:15,,,,ဆေးပစ္စည်းအရောင်းဆိုင်,,mueschel,,,,,,
96.0777725371045,16.9815218819644,5444777940,node,12,,pharmacy,,,,,56780215,,,,99c36e7fa5c3441ca604859176114492,,,,,,,1,,2018/03/01 08:23:40,,,,Kay Thu Naing ကေသူနိုင်,,Min Khant Zaw,,,,,pharmacy,
96.500628320458,22.0292057293592,7311753026,node,12,,hospital,,,,,82421363,,,,1916145589434eec91c35aa7ae484a6d,,,,,,,1,,2020/03/20 08:06:32,,,,Rural Hospital,,Zam Cin Mang,,,,,hospital,
96.1101238335071,16.8601640777715,6187367289,node,6,,clinic,,,,,66063507,,,,4d9abe7cf8fd4ab7b4269cd6746edb62,,,,,,,1,,2019/01/06 07:07:44,,,,,,kosoe7799,,,,,,
95.0884848363673,21.3371255630053,4470973389,node,12,,clinic,,htin tan street,,,43278045,,,,e64e6f41a54a44099465a62e16481ff0,,Mo-Su 08:00-21:00,,,,,1,,2016/10/30 07:00:42,,,,,,Kyaw Thu Rein,,,,,,
,,268230581,way,12,,hospital,,,,,110320915,,,,b7e0145b31ee440eb59a8aedbae3b1a2,,,,,,,6,yes,2021/08/27 06:44:35,,,,Mandalay General Hospital,,SozhRiver,,,,,,
96.169326053812,16.8144709708114,5439415434,node,9,,dentist,,,,,56714987,,,,8897474de06747cd92e26077caab4b56,,,,,,,1,,2018/02/27 08:51:46,,,,San Thit Dentist,,coderlight,,,,,,
96.099941581351,21.976000844594,4281681589,node,15,,hospital,,30th Street,,,55373440,,,,a19aff2f312f4711b6bf48d357b8d9c0,,,,,,,3,,2018/01/12 08:31:19,,,Mandalay,Myat Thu Kha Hospital,,lhkyaw,,,,,,
,,565220366,way,15,,clinic,,,,,56775114,,,,8ec93f2ab7454432811a893b8887e621,,,,,,,1,,2018/03/01 04:58:12,,,,Moe Clinic,,ShineWaiyan,yes,,,,clinic,
98.5999509882981,12.4437612562331,5986685786,node,12,,pharmacy,,မြစ်ငယ်ကျောင်းလမ်း Myint Nge School Street,,,63645686,,,,e396dcc244a54d548de92afd11725fed,,Mo-Su 06:30-21:00,,,,,3,,2018/10/18 13:43:40,,,,,,Donald Huang,,,,,,
96.163948476193,16.7736912516726,2703846032,node,9,,clinic,,,,,20946657,,,,bbbf9c646c494ecb92eaaefe31d62aef,,,,,,,1,,2014/03/06 10:16:07,,,,Kyaw Maw Clinic / Dr. Aung Maw,,Logimedia,,,,,,
96.4440709258806,18.936776398058,6026574507,node,15,,pharmacy,,,,,64034450,,,,c6885033ff4a4e9891dd6727617ac658,,,,#openmaptaungoo,,,1,,2018/10/31 06:18:21,,,,စေတနာ,,Paing Phyo,,,,,,private
96.0628719440139,16.8790086915813,5447117912,node,15,,hospital,,,,,56807739,,,,ee077e045dfc442b80561b2cc8cc6dc1,,,,,,,1,,2018/03/02 04:53:28,,,,့ထုူးေဖာင္ေဒးရႀင္း ေဆးရုံ Htoo Foundation Hospital,,Kyaw Nanda Phu,yes,,,,hospital,
97.0034836699086,20.7895635727791,4765905821,node,6,,clinic,,,,,47311419,,,,b8129f8211e14f59b842657f51a2db0b,,,,,,,1,,2017/03/31 03:24:36,,,,,,han win latt,,,,,,
96.1508547699695,16.8951574338735,5444461310,node,12,,clinic,,,,,56776380,,,,324f52d109eb416697f0e0e6b21478b4,,,,,,,1,,2018/03/01 06:06:34,,,,Mi Ba Myit Tar မိဘေမတၱာ,,Aung Zaw Myo,,,,,clinic,
93.9649719365995,21.3713849996654,4554786189,node,6,,pharmacy,,,,,44412846,,,,482ce10c735942ddb8d3ee64f20645e6,,,,,,,1,,2016/12/15 02:34:54,,,,,,Marsha Luino,,,,,,
97.2350199987557,17.1283611747189,6765462853,node,12,,clinic,,,,,73986461,,,,7239777979104346899af7925a241cad,,,,OMM-DRD-CDD-Mapping-2019-06-02,,,1,,2019/09/02 04:40:00,,,,လိပ်ခုံးကျေးလက်ကျန်းမာရေးဌာနခွဲ,,Thiha Zaw OMM,,,,,,
97.0731846430334,17.2451656776508,6765462811,node,12,,clinic,,,,,73986461,,,,76b376b9dd2d4d16b0831c6bc6f4c37d,,,,OMM-DRD-CDD-Mapping-2019-06-02,,,1,,2019/09/02 04:40:00,,,,ပိုင်ဒံလေးကျေးလက်ကျန်းမာရေးဌာန,,Thiha Zaw OMM,,,,,,
96.4671225845312,22.0290083355395,4234990291,node,9,,dentist,,,,,42052124,,,,390f125780ad4c61b7bceea50672318b,,,,,,,2,,2016/09/10 03:25:52,,,,lady doctor,,aklpol,,,,,,
95.734411896915,21.5312549667316,4901267126,node,6,,hospital,,,,,50025920,,,,7e6e982a994d4d119d54338cf8feceb3,,,,,,,2,,2017/07/04 06:56:55,,,,,,kyawminmyint,,,,,,
96.4300994667568,18.9486792872977,6026574567,node,18,,doctors,,,,,64034450,,,,3c34dc616194471f9e86081d4e2e1cd4,,,,#openmaptaungoo,,,1,,2018/10/31 06:18:27,,,,ပန်းဟေဝန်,,Paing Phyo,,,,,doctor,private
96.1197495272926,16.8809242917326,5442669253,node,12,,pharmacy,,,,,56753584,,,,3dd79e4d48524117a355e15f026767b3,,,,,,,1,,2018/02/28 11:45:32,,,,Ko Nyi Nyi,,ShineWaiyan,,,,,pharmacy,
96.1306794452119,16.8312562348305,8180715965,node,15,,clinic,,,skincare,,95066471,,,,b6914b4da85d42feb2b674ff8844a016,,,,,,,1,,2020/11/30 20:06:23,,,,YaMiShi,,kokoye2007,,,,,clinic,
93.1894285503001,20.5900958187406,5358434925,node,6,,doctors,,,,,55706124,,,,12cc0249eea04c418497f211790ec814,,,,,,,1,,2018/01/24 08:22:58,,,,,,LSJ78,,,,,,
96.176515295983,16.8521001840044,6305277110,node,18,,clinic,"orthopaedics;general",,Dr.Thet Aung,,67669964,,,,c5d52282f1864b1e897a7318a0c38ece,,,,,,,2,,2019/03/01 01:48:32,,,,အောင်ဆေးခန်း,,wailinchan,,,,,clinic,
96.1679515893296,16.7883661201107,5444839742,node,9,,pharmacy,,,,,56860660,,,,08f5977084a446e9b7e44b8601b2c01b,,,,,,,2,,2018/03/04 01:07:00,,,,Great Pharmacy,,MarcoR,,,,,,
96.1705318744026,16.7809990977734,5181671022,node,18,,clinic,,ခေါင်ရန်းလမ်း,doctor Thein Gi Win,,53151335,,,,07e920f9707940059e96d3e64ec9026f,,"Tu-Th, Sa-Su 19:00-23:00; Mo, Fr 20:00-23:00",,,,,1,,2017/10/22 13:10:28,6,,,,,အဝိုင္​းထြန္​းထြန္​း,,,,,,
96.1211311163927,21.9437154299503,5606426427,node,12,,clinic,,56th Street,,,58810050,,,,758bd17d934b4c3695dde847a5a637f8,,24/7,,,,,1,,2018/05/09 07:38:41,,,,,,Essilor,,,,,,
96.1101190558223,16.8897498490411,5448377369,node,9,,pharmacy,,,,,56821448,,,,6af66326ff73491e96abc4640652b8a5,,,,,,,1,,2018/03/02 14:10:39,,,,အိသုခ Ei Thu Kha,,Soe Thiha Tun,,,,,,
96.1248731332455,16.8090862685746,5443247333,node,12,,dentist,,,,,56760632,,,,a35e11f5ec15406da88a4594132c5671,,,,,,,1,,2018/02/28 16:21:05,,,,ႏိုင္ သြားေဆးခန္း Naing Dental Clinic,,Ye'MyintThu,,,,,dentist,
96.9981581439083,20.7752243995631,4766071924,node,6,,clinic,,,,,47312927,,,,250b17d356ad457391ff9f99521e6647,,,,,,,1,,2017/03/31 05:18:18,,,,,,han win latt,,,,,,
,,565764937,way,9,,clinic,,,,,56817135,,,,07b19958902b48a6b88e234ad230b26d,,,,,,,1,,2018/03/02 11:30:24,,,,,,Oscar Myo Min,,,,,clinic,
94.8029314163375,21.1839888625774,5026225041,node,9,,hospital,,,,,50998072,,,,b7a8611cd5ff4d638652bec76ea09fc5,,,,,,,1,,2017/08/10 11:05:41,,,,Kyun Chaung Hospital,,Kyaw Naing Win,,,,,,
96.1717556322659,16.8097590839424,5439434028,node,9,,clinic,,,,,56715361,,,,d80d18bb67b54823af0878901aed9bd5,,,,,,,1,,2018/02/27 09:03:02,,,,Phoo Pwint Myaing Traditional Medicine Clinic,,coderlight,,,,,,
94.7736325576135,16.7275895269327,5507688622,node,9,,doctors,,,,,88691446,,,,bd34faa10287486f816f3a509c20e952,,,,,,,2,,2020/07/29 17:35:16,,,,ဒေါက်တာ ကြည်အောင်,,mnkwa,,,,,,
96.2820502462791,20.0326880259516,4969499324,node,6,,doctors,,,,,50272637,,,,d49396f125ca40048837112b77702d3e,,,,,,,1,,2017/07/14 04:11:34,,,,,,Nyein Ko,,,,,,
,,564275372,way,9,,hospital,,,,,71781969,,,,004b38da10fd42f9b463806f6cdd7f10,,,,,,,2,,2019/07/01 11:43:26,,,,ေဆးရံု,,wailinchan,,,,,,
96.1397144662806,16.8275672754248,8180714082,node,9,,dentist,,,,,95066471,,,,4ae8c00e43274146865a86a1ede277f5,,,,,,,1,,2020/11/30 20:06:23,,,,Pearl Thwe,,kokoye2007,,,,,,
98.5109778404825,16.6886725181362,2377855676,node,18,,pharmacy,,Bayint Naung Road,,,16872344,,,,1c3e59275a81419e8604a67d0cb5fd59,,,,,,,1,,2013/07/08 11:27:40,c/65,,Myawaddy,Aung Theik Di Pharmacy Shop,,Hein Wai Hlan,,,,,,
96.1620087361605,16.9135343374863,5446794412,node,28,,clinic,general,ဘုံမ္မာလမ်းမ,,,56804049,,,,2e9d45d0f3e64037a1e238d6892001d3,,Mo-Su 09:00-21:00,,,,,1,,2018/03/02 00:10:56,,11031,မြောက်ဥက္ကလာပ,သုခအောင် - Thukha Aung,,Oscar Myo Min,,,,,clinic,
97.6227553563551,16.4716010910527,5807191831,node,28,,doctors,,ထားဝယ်စုစျေးလမ်း,,,61332944,,,,258150f41aff47fc87ba213e568c354d,,,,Red Cross Field Survey,,,1,no,2018/08/03 14:42:10,,,Mawlamyine,ဒေါက်တာဦးလှဝင်း ဆေးခန်း,,Cidomo Beruntung,,,,yes,,private
96.1628457530115,16.7720569481918,6315352792,node,6,,clinic,,,,,67752976,,,,17eccc39e1e347c19738b8c44c17e6fb,,,,,,,1,,2019/03/04 03:48:11,,,,,,YunDi88,,,,,,
97.620839923842,16.4789474939082,5807191814,node,28,,hospital,,အောက်လမ်းမကြီး,,,61332944,,,,0d1388735cfb4e8abf934cc45c96a671,,,,Red Cross Field Survey,,,1,ambulance_station,2018/08/03 14:42:07,,,Mawlamyine,ရတနာမွန် ဆေးရုံ,,Cidomo Beruntung,,,,yes,,private
96.1816149296928,16.8123151453152,4455915189,node,12,,pharmacy,,Thamardi St,,,43023666,,,,740aaccdbada4b44890097836c57fade,,,,,,,1,,2016/10/20 02:41:58,No.1178,,,,,Ko Zaw Htet,,,,,,
96.1687679866987,16.8140905162263,5447638250,node,12,,dentist,,,,,56813122,,,,0df891d74bb94b4d9db9da62cbdf1f06,,,,,,,1,,2018/03/02 09:23:34,,,,Paing Dental Clinic,,N Ciin,,,,,dentist,
,,264557444,way,9,,hospital,,,,,53838092,,,,e57edca97cad4e2f9e93bf1189f0527e,,,,,,,5,,2017/11/16 11:31:45,,,,ႁူင်းယႃၵူႈသၢမ်ပၢၵ်ႇ (ႁွင်ႈသွၼ်),,Sai Mawn Kham,,,,,,
,,552536105,way,15,,hospital,,30th Street,,,55373440,,,,144ecfeaf585421e83bf8226696ac01b,,,,,,,1,,2018/01/12 08:31:18,,,,Myat Thu Kha Hospital,,lhkyaw,,,,,hospital,
96.4640734996138,22.025121898495,7126422285,node,9,,pharmacy,,,,,79481102,,,,0fa60b3166bb4056819b8e2d7a921f86,,,,,,,1,,2020/01/12 16:47:41,,,,ထူး,,Ninteen nine dragon,,,,,,
97.6223551204786,16.474552023884,5807191838,node,31,,clinic,,အောက်လမ်းမကြီး,,,61332944,,2,,dd9e80caf22940ff8a2ddaee6883cd23,,,,Red Cross Field Survey,,,1,no,2018/08/03 14:42:11,,,Mawlamyine,မြတ်မေတ္တာ အထူးကုဆေးခန်း,,Cidomo Beruntung,,,,yes,,private
93.7410483874907,23.1883972896325,8021551481,node,12,,,general,,,,92698782,,,,a107ca47c6e24f8d98d6744295dd0509,,,,,,,1,,2020/10/19 10:04:44,,,,Voklaak Sub Health Center-1,,Michael Suantak,,,,,clinic,
97.1330797952737,17.2786260674815,6765462830,node,12,,clinic,,,,,73986461,,,,493cb1083b3a4f7688668548eac96178,,,,OMM-DRD-CDD-Mapping-2019-06-02,,,1,,2019/09/02 04:40:00,,,,သပြေနီကျေးလက်ကျန်းမာရေးဌာနခွဲ,,Thiha Zaw OMM,,,,,,
